Month,Hour,DayOfWeek,Holiday,Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,EnergyConsumption
1,20,Saturday,Yes,28.7049945527175,59.931894786121376,1211.2618021121182,9,On,On,11.703977742489942,94.236287728335
1,21,Saturday,Yes,21.10111178256601,30.41800645418693,1677.105260698892,3,Off,Off,14.51720370832993,59.672380432970826
1,22,Saturday,No,23.00091980393784,43.63838293291814,1228.3223766902736,1,Off,Off,4.302844586055179,70.23522761734993
1,23,Saturday,No,24.74905765950469,57.216848654263046,1253.708860396828,6,On,On,0.6603375462558703,78.39420777459377
1,0,Sunday,No,26.729367191665855,46.19408776943607,1533.8875228293596,8,On,Off,18.5810340057255,87.84164465666763
1,1,Sunday,Yes,22.575924329206178,57.7495719227239,1040.2062146036978,8,Off,On,8.906945509097325,72.92984426206768
1,2,Sunday,No,27.011513197244877,52.637571884657305,1701.2553405115032,9,On,On,24.051355077458528,86.66909405376278
1,3,Sunday,No,26.570000593742623,43.330311963375614,1126.0627981873615,7,Off,On,2.9434034323461225,80.41142775984329
1,4,Sunday,Yes,21.820077577118944,56.855188125958406,1289.616032810379,3,Off,On,25.513774644213942,64.21209800102363
1,5,Sunday,No,23.220629928291007,46.07387943210247,1649.5103531928776,2,Off,On,18.270528189168942,74.16033755004982
1,6,Sunday,Yes,28.875374569208283,31.803130453234026,1887.2017226982111,5,On,On,24.46883621156326,81.04958057295511
1,7,Sunday,No,20.833491610497568,51.14700701801437,1096.7031280679794,1,On,Off,21.865100350797228,70.30817192579988
1,8,Sunday,No,27.46564120140408,34.9409910367269,1491.2879488851015,9,On,Off,4.6457386056945404,82.28439185280472
1,9,Sunday,No,20.623500489834765,50.14503354220139,1036.4623172912152,6,Off,On,0.3722012648189066,59.847392688307885
1,10,Sunday,Yes,27.31481126572729,42.93605505297437,1876.510298961869,4,On,Off,1.1813311411593264,82.50403686398842
1,11,Sunday,Yes,27.42511354993544,32.394788065588216,1155.2301001435485,9,On,Off,8.166146956672918,82.78244589126273
1,12,Sunday,Yes,24.07915813451661,54.09504887445641,1850.3220231803864,7,Off,Off,21.06081425541792,74.67411328167944
1,13,Sunday,No,29.91382998898481,53.34075278909026,1924.1861207571112,0,On,Off,25.84805422710293,86.88913818269737
1,14,Sunday,Yes,24.52137298758392,42.27647348582312,1654.9299772328145,7,On,Off,1.6471723322743026,78.54242641942929
1,15,Sunday,Yes,21.89878543127921,48.63351462602176,1958.9635358554865,4,On,On,20.21773265658062,77.22845715853467
1,16,Sunday,Yes,23.516264720993824,52.37155796010059,1517.168540999046,7,On,Off,8.270639173483916,73.73515145603137
1,17,Sunday,Yes,27.1481166642526,43.12086624044412,1296.5818068796584,8,On,Off,16.99702392488144,91.84340824868656
1,18,Sunday,No,23.574353632517656,52.85166419960819,1491.880064573067,2,Off,Off,24.46090952239937,73.35070513237227
1,19,Sunday,Yes,20.51618553995076,40.918499706064985,1114.2301237129743,8,Off,On,20.489097790934643,66.20209750906106
1,20,Sunday,Yes,23.159190043519654,33.08814922387616,1183.4936058135677,6,Off,On,15.654792218150218,77.85177634998958
1,21,Sunday,No,29.98804611564981,51.19663001184678,1516.752703311117,2,On,Off,16.10496033318202,90.98147610427824
1,22,Sunday,Yes,22.87904856617314,30.35776228999121,1162.659354413115,7,On,On,13.390538929932507,81.91707933111346
1,23,Sunday,Yes,24.617958714158057,49.04122554864104,1666.0436474922356,6,Off,On,21.600154740134737,70.22461753933254
1,0,Monday,No,27.35268110983973,36.25924919238827,1024.9989858937445,6,Off,On,22.17502218192356,88.73376918202806
1,1,Monday,Yes,29.4367895074536,48.84844941310104,1234.0853680866385,2,Off,Off,6.662874484173437,76.55502512631448
1,2,Monday,No,21.75402642665544,45.5386430923988,1514.8270370715445,4,Off,Off,9.846127121574138,62.05505493579667
1,3,Monday,No,22.124213759030667,47.34391565524731,1919.119996208746,6,Off,Off,5.352018638001322,62.00189386466329
1,4,Monday,Yes,21.32477612950562,33.61505670735282,1857.2683694193847,9,On,On,13.52386674371843,80.45212742101157
1,5,Monday,No,22.086811922474794,43.83891693254598,1325.6002039883774,5,Off,Off,12.274820353976573,64.71822006448231
1,6,Monday,Yes,29.95687944543529,56.78880560031188,1864.7323664037672,8,On,Off,4.93873793676906,91.87196450897233
1,7,Monday,No,22.466458319173128,45.228409421067546,1902.8038240327676,6,Off,On,0.5770304431135131,69.69226303092958
1,8,Monday,No,21.10053158610883,52.70577939457823,1896.816079175297,7,Off,Off,25.007682077563224,63.85097612559908
1,9,Monday,Yes,25.02320238265005,43.58649903471925,1434.5263111079676,1,Off,Off,2.1751376627840524,68.80528577996184
1,10,Monday,Yes,24.56121815223363,37.03931988895259,1689.4554548228862,3,Off,Off,21.331712339087563,76.30130928798148
1,11,Monday,No,27.34490228945882,33.68329828659663,1187.6137331373209,2,Off,On,17.663953484228607,84.03868416047865
1,12,Monday,No,26.209435413222995,40.77160427979762,1038.6767198939715,1,Off,Off,14.779714452460691,77.67379217139589
1,13,Monday,Yes,26.210702266888138,42.084182961399954,1098.7993275437675,7,Off,Off,1.554091825506374,78.9122501589774
1,14,Monday,Yes,21.50172634196033,43.35331518509382,1546.5082455132003,9,Off,Off,20.75590320303998,64.04242487840129
1,15,Monday,No,25.38274545985014,51.90269994964382,1350.7565854072911,0,Off,Off,27.7480438663646,78.18728130362722
1,16,Monday,No,21.203472435117007,49.61036981078196,1529.6571154960998,7,Off,On,17.187331454964607,63.39384819262403
1,17,Monday,No,21.530255220213963,42.01688338628461,1660.5352671428975,8,On,Off,7.675986826636647,76.1061781008304
1,18,Monday,Yes,24.501785568140253,48.58331043267368,1631.6347139345492,9,Off,Off,24.696387867372568,60.14423797781192
1,19,Monday,No,24.29072347206709,36.98773403191924,1847.3956285621407,6,On,Off,10.955154959932422,80.19264551142784
1,20,Monday,Yes,27.336620808382342,50.87667729455613,1143.1051769409855,7,On,On,27.622484462627945,86.22364506793032
1,21,Monday,No,20.735715500615072,48.506636238037885,1836.542651466284,4,Off,On,9.295439071913757,53.26327834004948
1,22,Monday,Yes,22.787858297629416,43.9510486471958,1134.0026160549453,6,Off,Off,20.36258260903396,64.963183670906
1,23,Monday,No,21.652937745810068,56.13704538377151,1140.6015497610567,8,Off,On,19.512862046045367,66.43892064888173
1,0,Tuesday,No,25.080881384605885,59.67153433028882,1897.7022242369349,8,Off,Off,14.391799747910376,75.91390632236421
1,1,Tuesday,Yes,25.792511525815144,33.892215875037266,1849.829581108728,7,On,Off,25.875969475523284,84.1914674081221
1,2,Tuesday,Yes,26.38607928227496,43.295777618025824,1851.597741234608,5,On,Off,17.471964829862657,75.25176382432235
1,3,Tuesday,Yes,22.140257043395216,49.42487793686675,1037.2068852025438,7,Off,On,3.329907540458863,75.0144709786204
1,4,Tuesday,No,24.175776484229303,41.80015037049925,1198.62522424261,6,Off,Off,18.470624103976128,69.36574478049252
1,5,Tuesday,Yes,24.66814180599299,43.14091041789855,1310.8749121436545,0,Off,On,22.936053481520812,78.04604233404717
1,6,Tuesday,Yes,20.8306921561722,52.19017625682678,1772.0857079256311,7,Off,Off,21.71119540606205,67.48478775030759
1,7,Tuesday,No,25.70272908051244,53.31665481703489,1050.3176022812484,8,On,Off,26.817107779448893,78.25428789721424
1,8,Tuesday,No,22.28517562664769,40.65991340311216,1688.890826156082,4,On,On,19.455960671298747,74.84338094009375
1,9,Tuesday,No,20.357297197814656,52.95666984491464,1150.2851690246343,8,On,Off,21.0683111197589,64.64191192860432
1,10,Tuesday,No,29.645292782200077,42.51360621060932,1417.5932587170862,7,On,On,7.756313432988929,89.08843429796624
1,11,Tuesday,No,20.746599465577813,39.363068123724446,1907.1675791196,0,On,On,11.895547620597808,73.15432864841176
1,12,Tuesday,No,27.304802408534588,48.59586683094426,1348.377743921042,7,Off,On,2.0506823016824005,72.1170986136019
1,13,Tuesday,Yes,25.02629923610621,48.09543819655122,1711.6093599661583,7,On,On,0.0628265571446751,76.72156432900981
1,14,Tuesday,Yes,20.92610834786026,46.18534283672064,1619.5522508716913,7,Off,On,16.788693093004923,65.97246106658439
1,15,Tuesday,Yes,25.239493543593387,43.07836640910352,1601.8132146884382,3,Off,Off,0.1949425875486288,61.53670969150112
1,16,Tuesday,Yes,24.342179614794837,47.40595643763173,1102.6056996132347,8,Off,Off,1.3163304862579015,77.38447783546265
1,17,Tuesday,Yes,25.480164067044672,55.32138505998299,1408.2789651901426,7,On,Off,23.13402272938549,76.07661992033586
1,18,Tuesday,Yes,29.3500696830084,30.885380029218144,1045.036523776285,1,Off,Off,27.416817350951728,74.8678736943382
1,19,Tuesday,Yes,29.950503029569347,42.42525804881877,1679.773171668803,4,Off,On,13.953181436568943,86.28935401350225
1,20,Tuesday,No,26.623180737805964,37.72919218018745,1361.2447810300714,6,Off,Off,27.20434275045516,83.87525695191415
1,21,Tuesday,Yes,23.54130272076084,34.5349059413692,1712.281768748431,8,Off,Off,29.27369740216594,83.45804939133072
1,22,Tuesday,No,24.391570140323367,53.03415959323223,1982.7838546992168,8,On,On,20.487670160811536,81.99682840223484
1,23,Tuesday,Yes,27.75515876532632,39.848106673676696,1355.3852202147957,8,On,Off,6.843562851288679,86.64692164178189
1,0,Wednesday,Yes,26.286906188021035,40.70675768151472,1384.3252560857636,3,On,On,9.713536759245526,75.98238074965289
1,1,Wednesday,No,20.979909211456427,58.11562860796074,1179.4861922820678,9,Off,Off,8.577365909079408,70.71436235851863
1,2,Wednesday,No,26.515860600727823,58.65666760689435,1389.6982242952515,8,Off,Off,25.93440019060957,81.7455295095431
1,3,Wednesday,Yes,29.686160083513528,33.99960255410263,1419.4620608172213,5,On,On,11.944144266638828,85.18255250346287
1,4,Wednesday,Yes,22.36951967063015,54.38705918903003,1167.0982004816349,9,On,Off,25.046346709338543,75.29040593436996
1,5,Wednesday,No,23.927237470201163,53.67575902279949,1193.2010252507732,9,On,On,6.517224119794784,85.18197378804605
1,6,Wednesday,No,20.826652146717024,39.19961425336057,1573.5114805655037,9,On,On,27.63778503586976,72.76703721222391
1,7,Wednesday,No,28.23550800460484,54.70047192364585,1419.6413134686445,5,Off,On,21.38887253916912,81.81977544986103
1,8,Wednesday,Yes,22.89496303791875,54.115116406603335,1364.4710914438915,6,On,On,10.789183244331234,78.64588465860416
1,9,Wednesday,No,21.6399808241071,59.41123031214244,1258.09651534508,0,Off,On,29.85772332971616,66.95161483968974
1,10,Wednesday,No,21.631350503011426,50.47608150964855,1888.7015821044,4,Off,Off,5.67298741622467,71.17906441062561
1,11,Wednesday,No,22.77963692771154,58.58018635300594,1226.3187266326547,1,Off,Off,25.21007390326529,63.861910204942966
1,12,Wednesday,Yes,20.070625228686637,54.008592805457226,1457.8643272330607,5,On,On,4.681821390806382,61.130942848363965
1,13,Wednesday,Yes,27.48755597657033,38.514506831605054,1130.0378302522874,2,Off,On,8.811531070715622,79.72428614261031
1,14,Wednesday,Yes,28.53814894005697,49.96585219450951,1512.1380631149746,4,Off,On,9.808761453648405,81.89398685671573
1,15,Wednesday,No,29.2570243244667,38.18426699137763,1293.9739795020191,1,Off,On,21.16298503668752,85.36040306812063
1,16,Wednesday,Yes,23.02144911808179,47.87589415373565,1610.793389093792,8,On,Off,28.05386821077091,77.77646909816677
1,17,Wednesday,No,24.741303614194493,38.02144715813855,1896.9408769455067,2,On,On,23.23288102375323,87.74800460069132
1,18,Wednesday,Yes,27.403154678696605,33.03160262596282,1237.3459923520145,5,Off,Off,14.199556858811023,72.3960115782119
1,19,Wednesday,No,26.506372227822904,56.16762904744485,1300.4430831373002,3,Off,Off,12.832198663444268,69.56901196476844
1,20,Wednesday,Yes,22.676177223684757,47.26094946562805,1038.2548224651764,6,Off,Off,20.96630382738889,73.2522162580531
1,21,Wednesday,Yes,23.89271280785603,49.395078840518686,1887.4370391731052,9,Off,Off,3.0707091217565265,75.81440197116459
1,22,Wednesday,No,29.052408789936464,39.08467957030161,1221.8467155573103,8,Off,Off,7.374000375157875,86.53486772687651
1,23,Wednesday,Yes,27.30842166642431,58.56743563116402,1239.6202801239697,8,Off,On,22.210965173901517,81.19093782580337
1,0,Thursday,No,20.76246135401603,30.50361681291639,1736.014902844016,4,On,Off,8.830312238974479,76.93645309620132
1,1,Thursday,No,22.06278270177169,57.56876666379654,1204.3719003385525,1,Off,Off,5.364319369730417,64.5953373760119
1,2,Thursday,No,28.883183855816185,39.63866758953277,1600.051332782194,9,Off,On,5.8711643019080615,81.1090189124048
1,3,Thursday,Yes,24.12705094945204,47.96403459334165,1188.1040769652068,3,On,On,27.94493487517636,70.25774284987176
1,4,Thursday,No,22.045109984787786,33.324257898503895,1735.080411205346,0,On,On,14.780811547512627,65.98142190071894
1,5,Thursday,Yes,23.469313673719093,31.1850040594187,1842.9698334803172,4,On,On,4.066659492203416,76.19515389291618
1,6,Thursday,Yes,24.121989217611294,36.22531924874789,1636.739575096052,1,Off,Off,11.777568179354464,72.16382017990225
1,7,Thursday,No,27.55284508228243,34.53818230472783,1073.066165861618,3,Off,Off,17.600570713586695,74.11809532316923
1,8,Thursday,No,21.33084051381747,36.94767020118629,1518.000607262546,2,On,Off,9.506523032471629,73.92814359788368
1,9,Thursday,No,28.54821118816656,34.65484006352291,1096.8574341241738,3,On,Off,22.825421881860592,80.51166202577497
1,10,Thursday,No,23.798081761570703,59.35728858868117,1138.3768161488222,2,Off,On,24.216529182808586,68.56408772167514
1,11,Thursday,No,24.76878004008374,46.22169249552975,1075.24160687709,4,Off,On,17.881958206831754,71.4275936133967
1,12,Thursday,No,21.301536970709083,52.101508633912886,1924.9997939403704,0,On,Off,24.40168326322818,64.0769676381083
1,13,Thursday,No,22.72197376460728,35.89964365502057,1229.5579899535535,1,Off,On,7.759617922072195,57.48444204410177
1,14,Thursday,No,29.458379717387388,56.40345028566804,1724.596154301106,9,Off,Off,1.3999899323588116,82.59776720138095
1,15,Thursday,Yes,24.74355526681912,43.279525236359945,1252.710601519103,2,Off,Off,26.163305513971967,77.51805130415416
1,16,Thursday,No,21.52426617309369,33.25524914434561,1381.696147726456,7,Off,Off,11.54903845770297,71.01713960978869
1,17,Thursday,Yes,25.521470351732276,48.27578381746096,1300.7040976874428,0,Off,Off,10.146022908205572,64.69791035517181
1,18,Thursday,No,26.20669205199192,46.43151994704209,1659.1480964987,9,On,Off,10.593930470183643,76.30888108689255
1,19,Thursday,Yes,28.49026590088053,44.50404118903296,1844.7772007556212,0,Off,On,29.35010468425103,80.0038474890762
1,20,Thursday,Yes,24.285688244951665,39.68855486724439,1194.8779926397324,3,Off,Off,23.38926667709245,72.10407562222572
1,21,Thursday,Yes,29.580869515395115,45.41719161087126,1400.05846191636,6,On,Off,28.04939870613846,93.78946764246312
1,22,Thursday,No,21.95690400025256,45.7831224913396,1520.1424966650534,7,On,On,28.462480938915768,78.13896312348292
1,23,Thursday,No,25.16589293988249,39.60412761994733,1520.136081504815,3,On,On,2.933334153619441,87.32448956439137
1,0,Friday,Yes,24.01594208770407,47.94053553498296,1568.2833403281447,3,Off,Off,14.99383660057842,74.17904403679803
1,1,Friday,No,22.788163745855844,34.07807563816202,1710.94924654669,0,Off,On,17.946251136870536,69.91514117978062
1,2,Friday,Yes,26.040894955045736,47.538231978862726,1494.2672203558873,8,On,On,11.35995327760961,91.59435479545417
1,3,Friday,Yes,20.796724169393286,34.411356370926754,1294.459690635765,5,Off,Off,26.34952407916873,76.13895450681913
1,4,Friday,No,24.951479078272804,35.683034671331846,1607.748928093796,9,On,On,19.996572878842997,70.97691337938971
1,5,Friday,No,24.74071985508593,46.133899775987565,1528.481675896865,4,On,On,26.28441195838419,79.4339400188436
1,6,Friday,No,27.35805437126441,36.16290662042438,1054.1714429296296,3,Off,On,27.755802895835703,77.65217034892018
1,7,Friday,Yes,22.93456303023421,34.016836004984576,1081.9823539263905,3,On,On,9.55963797370189,74.11609389205148
1,8,Friday,No,22.170888734920588,41.10062846608015,1336.849287109329,4,Off,On,18.726304845005934,67.63764065291417
1,9,Friday,Yes,22.05580615441809,47.31027361626275,1314.007738288631,6,On,On,29.55972039273647,72.59022722499552
1,10,Friday,No,29.82050357558108,37.03244970007737,1657.764637267109,6,Off,On,28.835620555354684,85.12072843207085
1,11,Friday,No,24.52923700528654,39.48944934390285,1587.9297676463725,0,On,Off,15.923690864342898,76.92758507734762
1,12,Friday,Yes,29.58684969243783,53.87531481251021,1604.5142154813898,1,On,Off,25.67681807111177,82.96293306052968
1,13,Friday,Yes,28.961065597258337,43.88354637574899,1686.8397802470236,0,On,On,6.322472386123138,77.22008603312915
1,14,Friday,No,24.409070367689715,43.31585056823559,1311.4164767091163,3,Off,Off,20.391466373552067,71.13106167742689
1,15,Friday,No,24.09961989407236,45.08272117889668,1748.2362667815878,2,Off,On,27.23745792411095,69.27222198435854
1,16,Friday,No,26.609641720351465,59.72756652655453,1796.4192861405195,7,Off,On,13.965052720209618,82.23684827593902
1,17,Friday,Yes,29.33981338353756,46.06150305882551,1774.894356386773,5,On,Off,15.410563182571796,83.33161598574218
1,18,Friday,Yes,28.045369751086035,39.32440919441908,1120.3265035392749,3,On,Off,21.23633845733195,95.0709621683288
1,19,Friday,No,24.74475302503648,30.16745157755969,1866.0889864799235,0,On,On,8.620037739243363,79.80025010450828
1,20,Friday,No,24.939436141326404,40.48957381280836,1536.626802627764,4,On,Off,11.4861751413587,78.73050081593509
1,21,Friday,Yes,22.553950124150788,41.04818250308767,1317.1613295680822,1,On,On,15.189540736366672,85.42767734648194
1,22,Friday,No,26.07494158212376,35.517320879415294,1531.8853160440765,6,Off,On,6.3192005989780125,84.03168982758035
1,23,Friday,No,20.632690730111605,50.95243488485451,1004.4065498330264,5,On,On,26.35900959005416,72.89058361910637
1,0,Saturday,No,25.71473453511247,42.29866536535226,1999.204208464013,1,On,On,29.565863391343647,75.6149818889058
1,1,Saturday,No,20.91479245484502,31.71009383031899,1486.7808684517167,5,Off,On,4.306860347577192,71.7896472154404
1,2,Saturday,No,25.20534149358047,48.64990087503028,1533.2081723832955,3,Off,Off,4.054742652650206,63.00815765839373
1,3,Saturday,No,25.976524064860275,38.48415291778864,1595.4276931480083,4,On,On,16.2052043443528,94.55062457295648
1,4,Saturday,Yes,27.72641369132929,53.33917901612849,1751.7226232599996,2,On,Off,21.64735838249789,83.5768305363592
1,5,Saturday,Yes,25.25112028155413,33.634974769812565,1822.8779327096152,4,On,On,4.462679924559346,84.69317340818874
1,6,Saturday,No,26.39275137551011,52.9465256954574,1387.1175740254912,2,Off,Off,4.670368819612766,78.58613842129708
1,7,Saturday,No,25.403668920903502,38.21610476774064,1739.9318744254724,2,On,Off,29.118920042199758,75.64668454750125
1,8,Saturday,Yes,22.65582435237804,54.16381828595459,1086.4759569750108,7,Off,On,8.77976319994638,73.2068674222959
1,9,Saturday,No,23.10978491736091,53.8319018791167,1483.8715001969092,1,On,Off,28.162491048784744,74.33393532360886
1,10,Saturday,Yes,24.43071127958496,37.29842102013082,1423.2985933354885,9,On,On,19.145163006646165,81.30053662729328
1,11,Saturday,No,23.768468456818773,49.08568112892719,1312.446456611222,7,On,Off,16.753370198956954,78.22920748795471
1,12,Saturday,No,25.673183798344112,55.43730017771927,1353.5196976926484,0,Off,Off,14.255247441241766,75.41031586036098
1,13,Saturday,No,24.12875170299725,56.93177700607938,1666.7137127092624,3,On,On,24.83746926974548,71.18623045897634
1,14,Saturday,Yes,29.53401925351112,35.29794526902682,1949.3384776642547,2,Off,On,9.666940422574488,92.8609254933263
1,15,Saturday,No,25.96679015594368,38.733821285228224,1616.5585118018594,7,On,On,27.38824466728665,82.10276684430163
1,16,Saturday,Yes,24.74086027042263,45.39176155603927,1685.6746590412488,4,On,On,16.573861066473718,78.28652837883581
1,17,Saturday,No,29.954995385290918,55.09653944204392,1107.2029804321808,5,Off,Off,26.99403988634975,86.08746919457022
1,18,Saturday,Yes,22.25393776775444,39.75479364053831,1899.08752553056,7,On,Off,26.92693129299685,74.57680497677092
1,19,Saturday,Yes,24.54321847580241,31.32913857960157,1556.6591447905705,9,On,On,9.653999290542265,90.53846528743108
1,20,Saturday,Yes,24.341976608271324,43.53846921199087,1332.2874186119748,3,On,Off,24.952276053985926,76.76832119015009
1,21,Saturday,No,27.605576132408025,58.522580321681176,1573.324025870755,8,Off,On,10.052394317103076,86.41515216046992
1,22,Saturday,No,25.71536181264341,57.644341784000936,1623.7826773041693,5,On,On,26.939577391668514,76.19438265142527
1,23,Saturday,No,26.88056181693612,51.62348564090799,1118.1674861956114,4,Off,On,16.40120436925499,76.9339196411834
1,0,Sunday,Yes,24.119764413264544,41.2256141576802,1291.1083800681697,0,Off,On,1.887773804376244,71.05504380693068
1,1,Sunday,Yes,22.17423028089874,37.664926653084585,1566.1811448102976,9,Off,On,15.488634141415256,77.39615132557863
1,2,Sunday,No,21.468667460901354,34.52321016487253,1666.9390640478302,8,Off,On,28.99059534152058,70.65426607453617
1,3,Sunday,No,22.547048748379524,46.11825116613712,1722.155626137732,3,On,Off,17.526641790456683,67.80754950018792
1,4,Sunday,Yes,23.95915995688079,31.208977419142425,1730.5310895304603,2,On,On,2.142625933583735,72.0717496237688
1,5,Sunday,Yes,20.684440013800035,38.48799934378332,1284.5311450403722,0,On,Off,13.510404676859723,59.60890188505656
1,6,Sunday,Yes,28.000336390112764,57.80399002713988,1291.7759539679073,7,On,On,5.304088924379312,90.01159284299351
1,7,Sunday,No,20.68728253080148,34.002304053585355,1801.9601834503444,6,On,Off,2.4631038271878825,73.37704700964338
1,8,Sunday,Yes,20.3729554435034,49.62542404756125,1426.729099685438,4,Off,Off,6.6778006021143375,70.97874709212677
1,9,Sunday,No,21.992942809454743,46.86319508507337,1559.1884565676196,3,On,On,14.646472740867877,74.3795743154023
1,10,Sunday,No,22.222802352583667,50.01013663255847,1314.5127603969,7,Off,On,0.6575869823376901,67.64237008316105
1,11,Sunday,Yes,22.646559515360728,31.241662765634143,1365.621979533984,0,Off,On,22.636324752620208,71.53539589665067
1,12,Sunday,Yes,20.14509495003621,54.14669940289325,1021.604251765224,6,Off,Off,20.02054349274434,65.28898283111768
1,13,Sunday,No,23.852435159678947,34.38852564842371,1829.1570542530017,1,Off,On,1.066889835272945,72.43112712908069
1,14,Sunday,No,26.82715303111651,52.87742397945871,1262.6298727324445,3,Off,Off,24.092048894174027,75.68903567876515
1,15,Sunday,No,20.98349283293633,54.436805662529,1360.452426406476,0,On,Off,20.944537235057737,71.77872060518372
1,16,Sunday,No,26.94394100605918,31.95760009430581,1846.2665671519612,0,On,On,0.0684567428635662,80.04392593841625
1,17,Sunday,Yes,20.918701288551315,35.61912354876615,1541.747142132121,8,Off,On,1.5465923690176877,75.3694376988319
1,18,Sunday,Yes,28.79848358113788,37.71604786793632,1091.8352610376628,7,On,On,0.2983334028802709,86.55059850127053
1,19,Sunday,No,24.480359303565752,56.39299101425004,1184.7011070061412,7,Off,On,5.728590972409617,71.93814969843436
1,20,Sunday,Yes,25.643102418817787,51.83971390010837,1196.7616728314845,5,On,Off,14.017385026321564,87.13708266107015
1,21,Sunday,Yes,24.217179754081734,53.537760856682624,1319.8096525171284,6,On,Off,26.676689670730397,73.58696136798733
1,22,Sunday,No,28.0306567877647,30.400534189937023,1185.7144181293863,2,On,On,13.43734792471181,90.72509867918768
1,23,Sunday,No,23.36563319750552,52.01581684304281,1582.2214315214576,5,On,On,18.349740426275293,72.9962814909488
1,0,Monday,No,23.26041504798717,50.94770948699049,1326.2245678325598,5,Off,Off,28.83875614947569,85.68075277503624
1,1,Monday,No,21.14941244491787,51.286700376933794,1979.9327493232413,8,Off,On,16.444138046110876,69.30518444855907
1,2,Monday,Yes,28.177566231815558,41.06552862909508,1406.1936180732778,0,On,Off,6.408111896203823,73.99983940485824
1,3,Monday,No,21.00449301006466,32.803719694818064,1188.5065754058612,4,On,Off,0.3417810546037425,70.28576213853393
1,4,Monday,No,20.957066151123065,54.45741560735707,1801.3606110591336,6,On,Off,20.881790658921297,75.17636554806667
1,5,Monday,Yes,26.970114943272577,46.54399813709438,1740.2115580379896,6,On,On,2.140057381957993,86.71559756482247
1,6,Monday,Yes,29.38485262640809,49.77790579108418,1950.0403523466268,8,Off,Off,24.159661239908704,90.45215551215163
1,7,Monday,No,20.98606705236942,59.66964946734221,1764.5174422999548,2,On,Off,8.495498820113351,64.36966291489324
1,8,Monday,Yes,22.93476988718991,50.516576283321065,1284.5983249577748,7,Off,Off,24.08005224392808,68.35678498918013
1,9,Monday,Yes,21.301844403765184,43.89441180114769,1157.2400578055915,2,On,Off,21.226246236677564,70.38082621458054
1,10,Monday,Yes,23.976741866578703,53.50082640678552,1280.723493621501,4,Off,On,7.347493560519338,77.70804435496895
1,11,Monday,No,25.680589088901204,52.69300848098683,1665.067602940079,3,Off,Off,12.682597262372123,68.52149457374996
1,12,Monday,No,28.298294847142657,45.34493089547412,1908.7882636690144,0,Off,Off,11.433880464614615,77.87769146042558
1,13,Monday,Yes,24.284339182945683,50.42035656394303,1016.575489102942,2,On,On,1.743926333427569,77.73573441216783
1,14,Monday,Yes,27.7663428756868,58.50555770627237,1341.8115846534404,1,Off,On,21.061106246917827,83.24548578666972
